sku,COD,Nombre,Descripcion,Material,Código WEB,,,
80142461002,002,CAMISETA BMW ACTIVE DE SEÑORA,"Camiseta deportiva con insertos de malla y bandas decorativas del mismo color.
Descripción del producto:
- Corte especial con escote en la espalda, dobladillo más largo en la parte posterior.
- Puños de las mangas con insertos de malla del mismo color.
- Material suave y de secado rápido.
- Tejido ligero, de doble capa, en el interior en color de resalte Wild Lime.","70 % algodón, 30 % poliéster",01020201049902002,,,
80142461003,003,SUDADERA BMW ACTIVE DE SEÑORA,"Chaqueta funcional con inserciones de malla.
Descripción del producto:
- Ajuste estándar.
- El material transpira de forma natural.
- Bandas brillantes en la costura de los hombros.
- Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime.
- Costura divisora con bolsillos discretos.","70 % algodón, 30 % poliéster",01010201039902003,,,
80142461004,004,SUDADERA BMW ACTIVE DE SEÑORA,"Chaqueta funcional con inserciones de malla.
Descripción del producto:
- Ajuste estándar.
- El material transpira de forma natural.
- Bandas brillantes en la costura de los hombros.
- Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime.
- Costura divisora con bolsillos discretos.","70 % algodón, 30 % poliéster",01010201059902004,,,
80142461005,005,SUDADERA BMW ACTIVE DE SEÑORA,"Chaqueta funcional con inserciones de malla.
Descripción del producto:
- Ajuste estándar.
- El material transpira de forma natural.
- Bandas brillantes en la costura de los hombros.
- Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime.
- Costura divisora con bolsillos discretos.","70 % algodón, 30 % poliéster",01010201079902005,,,
80142461006,006,SUDADERA BMW ACTIVE DE SEÑORA,"Chaqueta funcional con inserciones de malla.
Descripción del producto:
- Ajuste estándar.
- El material transpira de forma natural.
- Bandas brillantes en la costura de los hombros.
- Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime.
- Costura divisora con bolsillos discretos.","70 % algodón, 30 % poliéster",01010201089902006,,,
80142461007,007,SUDADERA BMW ACTIVE DE SEÑORA,"Chaqueta funcional con inserciones de malla.
Descripción del producto:
- Ajuste estándar.
- El material transpira de forma natural.
- Bandas brillantes en la costura de los hombros.
- Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime.
- Costura divisora con bolsillos discretos.","70 % algodón, 30 % poliéster",01010201049902007,,,
80222461023,023,JUEGO DE NEVERAS PORTÁTILES BMW ACTIVE,Juego de neveras portátiles de dos unidades con bolsa de almuerzo. Descripción del producto: - Nevera portátil con correa de transporte y cremallera. - Incluye bolsa de almuerzo refrigerante con cierre insertable y de velcro. - Dos elementos refrigerantes en gris.,Exterior: 100% poliéster; interior: PEVA ,01140404999902023,,,
80222461024,024,BOLSA DE COMPRA BMW ACTIVE ,Práctica bolsa plegable con bolsillo para guardarla integrado. Descripción del producto: - Con bolsillo frontal y para guardarla. - La bolsa de compra se puede guardar en el bolsillo delantero para ahorrar espacio. - La anchura es ideal para sujetar la bolsa de compra al asa telescópica de otros artículos de equipaje. - Con correas de transporte ajustables,100% poliéster ,01140404999902024,,,
80222461028,028,BOLSA DE VIAJE CON RUEDAS BMW ACTIVE,"Maleta de tela grande y ligera con distribución funcional. Descripción del producto: - Distribución en dos grandes áreas. - Compartimento superior: Cubierta de redecilla con cremallera, bolsillo accesible desde dentro y fuera. - Ruedas grandes de marcha suave. - Logotipo BMW del mismo color en la parte delantera. - Cremallera embutida en neopreno con tirador con recubrimiento antideslizante en el color de resalte Wild Lime.",100% poliéster ,01140404999902028,,,
80222461029,029,BOLSA DE DEPORTE FUNCIONAL BMW ACTIVE GRANDE ,"Bolsa de deporte multifuncional con correa de transporte a la espalda. Descripción del producto: - Compartimento principal y secundario. - Compartimento secundario con cubierta de redecilla y cremallera. - Logotipo BMW del mismo color en la parte superior. - Con correa para el hombro opcional que se puede guardar en la bolsa. - Compartimento para calzado separado, ventilado y recubierto en el lateral. ",100% poliéster ,01140404999902029,,,
80222461030,030,BOLSA DE DEPORTE BMW ACTIVE,Bolsa deportiva multifuncional y espaciosa. Descripción del producto: - Amplio compartimento principal y dos bolsillos exteriores. - Tirador de cremallera con recubrimiento antideslizante en el color de resalte Wild Lime. - Compartimento para calzado separado y ventilado en el lateral,100% poliéster ,01140404999902030,,,
80222461031,031,MOCHILA BMW ACTIVE CITY,Mochila ligera con bolsillo delantero oculto y compartimento para ordenador portátil. Descripción del producto: - Compartimento principal grande con compartimento acolchado para ordenador portátil. - Bolsillo para teléfono móvil de fácil acceso. - Bolsillo exterior con 3 tiradores de cremallera BMW laterales,100% poliéster ,01140404999902031,,,
80222461032,032,BOLSO BMW ACTIVE,"Bolso ligero con compartimento para ordenador portátil. Descripción del producto: - Bolsillo delantero y bolsillo interior de malla con cremallera. - Bolsillo lateral para botella, 3 tiradores de cremallera BMW laterales. - Compartimento acolchado para ordenador portátil con cierre de velcro en el interior",100% poliéster ,01140404999902032,,,
80232461034,034,BOTELLA DEPORTIVA BMW ACTIVE ,Botella ligera con cuerpo transparente y logotipo BMW. Descripción del producto: - Cuerpo transparente con recipiente interior de acero inoxidable. - Libre de BPA (Bisfenol A). - Asa con correa de silicona texturizada. - Logotipo BMW impreso sobre el tapón de rosca. - Capacidad de 420 ml. - No apta para lavavajillas. ,"Tapa polipropileno, correa de transporte: silicona; parte superior de la botella: polipropileno; parte inferior de la botella: titanio; interior: Acero inoxidable",01100404999902034,,,
80272461021,021,LLAVERO BMW ACTIVE ,Llavero en forma de riñón con grabado láser BMW. Descripción del producto: - Llavero bicolor con mecanismo de apertura por tracción y giro. - Anilla adicional para todas las llaves comunes. - Pequeño cuerpo metálico rectangular con grabado láser del logotipo BMW.,"Llavero: aluminio anodizado, parte de metal: 100% acero inoxidable ",01110404999902021,,,
80282461018,018,TAZA TERMO BMW ACTIVE ,Práctica taza termo de acero inoxidable con logotipo BMW. Descripción del producto: - Adecuada para bebidas frías y calientes. - Con cierre a presión en la tapa. - Inserto de EVA en el fondo. - Capacidad de 160 ml. - No apta para lavavajillas. ,"Tapa: Plástico, taza: Acero inoxidable",01100404999902018,,,
80282461020,020,CONJUNTO DE VIAJE BMW ACTIVE,"Caja con diversos utensilios de viaje y espacio para más. Descripción del producto: - Caja de plástico ABS con superficie suave al tacto y anillo de silicona. - Contenido: Lima de uñas con superficie de hoja de arena, tapones de espuma para los oídos, máscara para dormir con recubrimiento satinado, cepillo de dientes de plástico para viajes, tarjeta con hilo dental dentro de una cubierta de plástico. - El cliente puede añadir individualmente más productos al contenido. ",100% poliéster ,01140404999902020,,,
80912412306,306,BMW CRUISE BIKE NBG III,"Ligera, dinámica, rápida –
la BMW Cruise Bike es perfecta para
su uso en ciudad.",ALUMINIO HIDROFORMADO,07060403079902306,,,
80912412309,309,BMW CRUISE BIKE NBG III,"Ligera, dinámica, rápida –
la BMW Cruise Bike es perfecta para
su uso en ciudad.",ALUMINIO HIDROFORMADO,07060403079901309,,,
80912412312,312,BMW CRUISE M-BIKE NBG III,"Ligera, dinámica, rápida –
la BMW Cruise Bike es perfecta para
su uso en ciudad.",ALUMINIO HIDROFORMADO,07060403079907312,,,
80912412315,315,BMW CRUISE M-BIKE NBG III,"Deportiva, con estilo, muy rápida –
la BMW Cruise M Bike ofrece posiblemente
el tipo de desplazamiento más excitante de
entre las bicicletas - incluso sólo por su aspecto.",ALUMINIO HIDROFORMADO,07060403079907315,,,
80912412533,533,BMW BICICLETA CRUISE JUNIOR,"Emocionante, resistente, segura –
fabricada con aluminio robusto y ligero
la Cruise Bike Junior de BMW permite
circular con seguridad.",ALUMINIO HIDROFORMADO,07060403999907533,,,
80912412534,534,BMW BICICLETA CRUISE JUNIOR,"Emocionante, resistente, segura –
fabricada con aluminio robusto y ligero
la Cruise Bike Junior de BMW permite
circular con seguridad.",ALUMINIO HIDROFORMADO,07060403999901534,,,
80912447964,964,BMW BICICLETA PEGABLE,"Bicicleta plegable compacta con un innovador mecanismo de plegado, de aluminio ligero y duradero. Descripción del producto: - Con mecanismo de plegado innovador. - Cuadro de aluminio ligero. - Cabe en cualquier maletero BMW. - Incluye bolsa de transporte y juego de luces con batería recargable (con batería de iones de litio). ",CUADRO DE ALUMNIO,07060403999907964,,,
80912451005,005,BMW JUNIOR CRUISE BIKE ,"Bicicleta infantil moderna y de gran resistencia con chasis de aluminio robusto. Descripción del producto: - Diseño BMW atractivo. - Logotipo BMW sobre el tubo de dirección e inscripción BMW en los neumáticos de perfil. - Seguridad máxima gracias a los reflectores en la parte frontal, posterior, ruedas y pedales. - Con soporte para bicicletas, horquilla amortiguada, así como frenos de disco delanteros y traseros.",CUADRO DE ALUMNIO,07060403999907005,,,
80912451006,006,BMW JUNIOR CRUISE BIKE ,"Bicicleta infantil moderna y de gran resistencia con chasis de aluminio robusto. Descripción del producto: - Diseño BMW atractivo. - Logotipo BMW sobre el tubo de dirección e inscripción BMW en los neumáticos de perfil. - Seguridad máxima gracias a los reflectores en la parte frontal, posterior, ruedas y pedales. - Con soporte para bicicletas, horquilla amortiguada, así como frenos de disco delanteros y traseros.",CUADRO DE ALUMNIO,07060403999901006,,,
80912451007,007,BMW KIDS BIKE ,"Bicicleta innovadora para los niños, sin y con pedales, todo en una. Descripción del producto:. - Bicicleta sin y con pedales, todo en una, incluida unidad de propulsión y cadena para su transformación. - Bicicleta sin pedales con reposapiés innovador. - Perfecta para aprender a andar en bicicleta, ejercita el sentido del equilibrio, no son necesarias ruedas de apoyo. - Con soporte para bicicletas y Chain Looper: protección de cadena adecuado para niños para evitar ensuciarse durante el montaje. - Sillín ergonómico de Selle Royal especialmente desarrollado para BMW, con posibilidad de agarre. ",CUADRO DE ALUMNIO,07060403999907007,,,
80912451008,008,BMW KIDS BIKE ,"Bicicleta innovadora para los niños, sin y con pedales, todo en una. Descripción del producto:. - Bicicleta sin y con pedales, todo en una, incluida unidad de propulsión y cadena para su transformación. - Bicicleta sin pedales con reposapiés innovador. - Perfecta para aprender a andar en bicicleta, ejercita el sentido del equilibrio, no son necesarias ruedas de apoyo. - Con soporte para bicicletas y Chain Looper: protección de cadena adecuado para niños para evitar ensuciarse durante el montaje. - Sillín ergonómico de Selle Royal especialmente desarrollado para BMW, con posibilidad de agarre. ",CUADRO DE ALUMNIO,07060403999901008,,,
80912465987,987,BMW M BIKE ,"La M Bikecon bandas BMW M Motorsportconvence por sus detalles deportivos y sus elementos de carbono. Descripción del producto: - Diseño del cuadro inspirado en la tendencia Fixie, desarrollado en colaboración con Designworks. - Puños deportivos para un mayor agarre. - Horquilla, espaciador, tija de carbono, para reducir el peso y aumentar la rigidez. - Sillín deportivo y ligero en color negro. - Freno de disco hidráulico, delantero y trasero",CUADRO DE ALUMNIO,07060403079907987,,,
80912465988,988,BMW M BIKE ,"La M Bikecon bandas BMW M Motorsportconvence por sus detalles deportivos y sus elementos de carbono. Descripción del producto: - Diseño del cuadro inspirado en la tendencia Fixie, desarrollado en colaboración con Designworks. - Puños deportivos para un mayor agarre. - Horquilla, espaciador, tija de carbono, para reducir el peso y aumentar la rigidez. - Sillín deportivo y ligero en color negro. - Freno de disco hidráulico, delantero y trasero",CUADRO DE ALUMNIO,07060403089907988,,,
80922413147,147,BMW CASCO PARA BICICLETA,"Elevada seguridad contra rotura con un peso reducido.
Sistema anular individual y sistema de ventilación aerodinámico.
Con rejilla de protección contra insectos.
Comprobación por TÜV-CE. Tallas 52 a 61.",POLICARBONATO,07070403079907147,,,
80922413756,756,BMW CASCO PARA BICICLETA,"Elevada seguridad contra rotura con un peso reducido.
Sistema anular individual y sistema de ventilación aerodinámico.
Con rejilla de protección contra insectos.
Comprobación por TÜV-CE. Tallas 52 a 61.",POLICARBONATO,07070103089907756,,,
80922454877,877,MOCHILA BMW BIKE ,"Mochila profesional para bicicleta con muchos detalles prácticos y funcionales. Descripción del producto: - Mochila con perfilado en la espalda para una ventilación óptima. - Distribución interior con compartimento en el fondo y para ropa húmeda. - Con soporte para el casco, compartimento extra para la bolsa de hidratación y funda de protección contra la lluvia.",NAILON,07060403999908877,,,
80922461063,063,CASCO BMW KIDS BIKE ,Casco infantil ligero y seguro con luz trasera LED integrada para mayor seguridad. Descripción del producto: - Cierre magnético Fidlock de fácil manejo. - Sistema de ajuste mediante rueda giratoria ajustable individualmente en la parte posterior de la cabeza. - Luz LED roja intermitente integrada en la rueda giratoria para una mejor visibilidad. - Seis entradas y salidas de aire para una buena ventilación. - Homologado por GS. - De ABUS,POLICARBONATO,07060403999901063,,,
80922461064,064,CASCO BMW KIDS BIKE ,Casco infantil ligero y seguro con luz trasera LED integrada para mayor seguridad. Descripción del producto: - Cierre magnético Fidlock de fácil manejo. - Sistema de ajuste mediante rueda giratoria ajustable individualmente en la parte posterior de la cabeza. - Luz LED roja intermitente integrada en la rueda giratoria para una mejor visibilidad. - Seis entradas y salidas de aire para una buena ventilación. - Homologado por GS. - De ABUS,POLICARBONATO,07060403999901064,,,
80932446748,748,BMW CITY SCOOTER,"Scooter dinámico con práctico mecanismo de plegado, protección contra salpicaduras y soporte lateral para estacionarlo. Descripción del producto: - Desplazamiento confortable y rápido en trayectos largos (diámetro de la rueda 200 mm). - Estribo bajo. - Soporte lateral integrado. - Mecanismo de plegado y cierre con seguro triple.",PLASTICO,07060403999907748,,,
80142463108,108,PAÑUELO TRIANGULAR PARA NIÑOS BMW CLASSIC ,Pañuelo triangular para niños con estampado de BMW Isetta en la parte delantera.                                                                                              Descripciones del producto:                                                                                                                                                                         - Con cierre de velcro. - Parte delantera: Estampado de BMW Isetta. - Con doble capa. - Made in Portugal.,100% ALGODÓN,63310304999901108,,,
80142463110,110,CAMISETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Réplica de la camiseta original de los años 70 con el logotipo histórico de
BMW Motorsport.
Descripciones del producto:
- Cuello redondo.
- Cuello y mangas con puños acanalados 2/1.
- Estampado de PU en la parte delantera.",100% ALGODÓN,63020101059902110,,,
80142463111,111,CAMISETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Réplica de la camiseta original de los años 70 con el logotipo histórico de
BMW Motorsport.
Descripciones del producto:
- Cuello redondo.
- Cuello y mangas con puños acanalados 2/1.
- Estampado de PU en la parte delantera.",100% ALGODÓN,63020101079902111,,,
80142463112,112,CAMISETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Réplica de la camiseta original de los años 70 con el logotipo histórico de
BMW Motorsport.
Descripciones del producto:
- Cuello redondo.
- Cuello y mangas con puños acanalados 2/1.
- Estampado de PU en la parte delantera.",100% ALGODÓN,63020101089902112,,,
80142463113,113,CAMISETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Réplica de la camiseta original de los años 70 con el logotipo histórico de
BMW Motorsport.
Descripciones del producto:
- Cuello redondo.
- Cuello y mangas con puños acanalados 2/1.
- Estampado de PU en la parte delantera.",100% ALGODÓN,63020101049902113,,,
80142463114,114,CAMISETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Réplica de la camiseta original de los años 70 con el logotipo histórico de
BMW Motorsport.
Descripciones del producto:
- Cuello redondo.
- Cuello y mangas con puños acanalados 2/1.
- Estampado de PU en la parte delantera.",100% ALGODÓN,63020101019902114,,,
80142463115,115,CHAQUETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Nueva interpretación de la histórica chaqueta BMW Motorsport.
Descripciones del producto:
- Ligeramente acolchada.
- Diseño con bandas en las mangas y el cuello alzado inspirado en los colores de BMW Motorsport de la época.
- Dos bolsillos en la parte central delantera y otros dos por encima del pecho.
- Cremalleras en la parte delantera, en los bolsillos laterales, las mangas y por encima del pecho.",100% POLIESTER,63010101059902115,,,
80142463116,116,CHAQUETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Nueva interpretación de la histórica chaqueta BMW Motorsport.
Descripciones del producto:
- Ligeramente acolchada.
- Diseño con bandas en las mangas y el cuello alzado inspirado en los colores de BMW Motorsport de la época.
- Dos bolsillos en la parte central delantera y otros dos por encima del pecho.
- Cremalleras en la parte delantera, en los bolsillos laterales, las mangas y por encima del pecho.",100% POLIESTER,63010101079902116,,,
80142463117,117,CHAQUETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Nueva interpretación de la histórica chaqueta BMW Motorsport.
Descripciones del producto:
- Ligeramente acolchada.
- Diseño con bandas en las mangas y el cuello alzado inspirado en los colores de BMW Motorsport de la época.
- Dos bolsillos en la parte central delantera y otros dos por encima del pecho.
- Cremalleras en la parte delantera, en los bolsillos laterales, las mangas y por encima del pecho.",100% POLIESTER,63010101089902117,,,
80142463118,118,CHAQUETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Nueva interpretación de la histórica chaqueta BMW Motorsport.
Descripciones del producto:
- Ligeramente acolchada.
- Diseño con bandas en las mangas y el cuello alzado inspirado en los colores de BMW Motorsport de la época.
- Dos bolsillos en la parte central delantera y otros dos por encima del pecho.
- Cremalleras en la parte delantera, en los bolsillos laterales, las mangas y por encima del pecho.",100% POLIESTER,63010101049902118,,,
80142463119,119,CHAQUETA BMW CLASSIC MOTORSPORT DE CABALLERO,"Nueva interpretación de la histórica chaqueta BMW Motorsport.
Descripciones del producto:
- Ligeramente acolchada.
- Diseño con bandas en las mangas y el cuello alzado inspirado en los colores de BMW Motorsport de la época.
- Dos bolsillos en la parte central delantera y otros dos por encima del pecho.
- Cremalleras en la parte delantera, en los bolsillos laterales, las mangas y por encima del pecho.",100% POLIESTER,63010101019902119,,,
80142463121,121,CAMISETA BMW CLASSIC DE CABALLERO,"Camiseta con estampado artístico del BMW 2002 en la parte delantera.
Descripciones del producto:
- Cuello redondo.
- Estampado artístico del icónico BMW 2002.
- Made in Portugal.
- Incluye caja para regalo de metal con motivo BMW 2002.",97% ALGODÓN/13%ELASTANO,63020101059901121,,,
80142463122,122,CAMISETA BMW CLASSIC DE CABALLERO,"Camiseta con estampado artístico del BMW 2002 en la parte delantera.
Descripciones del producto:
- Cuello redondo.
- Estampado artístico del icónico BMW 2002.
- Made in Portugal.
- Incluye caja para regalo de metal con motivo BMW 2002.",97% ALGODÓN/13%ELASTANO,63020101079901122,,,
80142463123,123,CAMISETA BMW CLASSIC DE CABALLERO,"Camiseta con estampado artístico del BMW 2002 en la parte delantera.
Descripciones del producto:
- Cuello redondo.
- Estampado artístico del icónico BMW 2002.
- Made in Portugal.
- Incluye caja para regalo de metal con motivo BMW 2002.",97% ALGODÓN/13%ELASTANO,63020101089901123,,,
80142463124,124,CAMISETA BMW CLASSIC DE CABALLERO,"Camiseta con estampado artístico del BMW 2002 en la parte delantera.
Descripciones del producto:
- Cuello redondo.
- Estampado artístico del icónico BMW 2002.
- Made in Portugal.
- Incluye caja para regalo de metal con motivo BMW 2002.",97% ALGODÓN/13%ELASTANO,63020101049901124,,,
80142463125,125,CAMISETA BMW CLASSIC DE CABALLERO,"Camiseta con estampado artístico del BMW 2002 en la parte delantera.
Descripciones del producto:
- Cuello redondo.
- Estampado artístico del icónico BMW 2002.
- Made in Portugal.
- Incluye caja para regalo de metal con motivo BMW 2002.",97% ALGODÓN/13%ELASTANO,63020101019901125,,,
80162463120,120,GORRA BMW CLASSIC MOTORSPORT ,"Gorra Trucker con el logotipo histórico BMW Motorsport. Descripciones del producto: - Gorra Trucker de 5 paneles hecha de poliespuma y polymesh, cinta para el sudor hecha de poliespuma. - Con cierre Snapback, costuras del mismo color en la visera. - Insignia BMW Motorsport bordada en la parte delantera central",100% POLIESTER,63080401999902120,,,
80162463137,137,GORRA BMW CLASSIC ,Gorra con logotipo BMW histórico en la parte delantera. Descripciones del producto: - Gorra de 6 paneles con panel frontal reforzado. - Patch del logotipo BMW Classic bordado. - Costura de 4 líneas del mismo color en la visera. - Cinta de cierre de cuero con clip metálico.,100% ALGODÓN,63080401999902137,,,
80242463135,135,BLOC DE NOTAS BMW CLASSIC ,"Bloc de notas inspirado en un manual original de BMW con el logotipo y la inscripción históricos de BMW.                                                 Descripciones del producto: - Bloc de notas en formato A5, cubierta de PU con refuerzo. - Papel de contratapa agradable al tacto, papel para notas punteado. - Cubierta con texto impreso y logotipo en relieve. - Contraportada con inscripción clásica de BMW en plata.","Cubierta: PU, papel: Off White, 100 g/m², guarda anterior y posterior
en papel de 140 g/m²",63280404999902135,,,
